temperature,vibration,current,pressure,runtime_hours,health_status,rul
44.4,3.9621,11.314,104.57,683,0,136
51.53,1.0165,9.959,83.72,1116,0,125
56.39,3.833,12.1105,93.56,12,0,126
96.87,7.8206,29.0001,129.91,5571,2,11
59.35,2.2488,14.4432,107.21,146,0,126
69.79,9.636,28.811,124.25,6778,2,23
89.32,9.2463,19.9724,124.08,8303,2,23
55.99,3.9389,11.8032,91.72,489,0,137
71.09,6.4001,16.384,104.22,3057,1,33
105.25,8.2494,19.2768,137.46,6975,2,25
68.1,5.1031,14.1731,123.11,2906,1,55
78.14,5.1436,15.0626,136.53,2261,1,71
61.08,2.1466,15.5958,97.52,235,0,139
41.81,1.4967,13.9521,100.83,727,0,85
72.96,11.5739,31.4221,128.43,7772,2,12
91.19,6.5412,22.7722,101.16,6022,2,21
73.61,9.6462,30.7618,104.86,8657,2,4
56.06,1.8,14.8974,84.27,1399,0,146
68.32,2.5984,13.094,98.79,63,0,118
48.43,0.5826,11.3396,97.5,209,0,98
66.12,2.8315,15.6349,94.12,1577,0,104
57.73,3.7352,8.0257,100.74,105,0,117
50.85,1.7478,11.5945,105.62,1838,0,87
95.24,7.3133,33.5884,147.52,8356,2,28
55.21,2.6466,10.0781,106.76,523,0,136
47.1,3.522,15.681,118.21,294,0,145
74.8,5.5506,15.7401,107.83,2662,1,68
83.83,7.4939,20.7692,135.47,9830,2,8
42.49,3.3126,13.1269,72.31,1699,0,139
91.1,5.4936,23.4614,125.8,6839,2,9
41.76,4.239,12.3781,98.22,587,0,132
68.57,2.2371,14.87,92.05,1781,0,115
104.96,8.0628,28.2005,116.08,6994,2,15
71.01,4.8285,17.5263,120.15,3828,1,71
78.93,11.2738,18.523,146.62,8886,2,13
72.36,5.3692,20.5831,125.29,4720,1,63
49.99,2.3123,11.6735,101.18,796,0,147
55.8,2.8567,12.9189,107.11,26,0,96
89.49,9.265,28.7124,143.37,6705,2,0
84.79,9.8762,29.0443,135.72,5615,2,17
56.06,2.9343,12.6696,96.68,548,0,106
61.68,5.5985,18.6672,123.3,2601,1,64
55.28,2.6017,12.153,112.13,1720,0,110
57.07,1.5452,11.2595,105.3,660,0,114
49.68,1.3871,10.1325,101.85,835,0,92
64.47,3.1662,12.8949,101.89,64,0,127
53.87,2.0937,13.0125,106.95,1422,0,97
53.42,0.774,16.4289,97.71,471,0,92
35.81,4.2059,15.6768,105.28,901,0,116
61.04,3.0443,13.3029,100.23,221,0,93
61.61,0.8636,10.8412,100.78,1363,0,111
89.66,4.869,21.6426,131.03,9911,2,7
54.43,2.5612,12.1428,95.3,1737,0,132
45.81,3.795,13.6257,82.58,133,0,146
54.79,2.8271,8.4276,89.87,1423,0,101
59.32,1.8089,7.3138,94.21,423,0,121
64.81,2.8119,12.2756,87.42,0,0,146
60.83,4.2137,10.5914,106.24,143,0,83
76.82,6.205,19.897,114.96,2376,1,40
83.26,6.7743,15.8969,99.78,3992,1,49
60.91,1.843,8.7625,100.36,1705,0,103
47.76,2.021,13.4189,115.46,936,0,118
65.45,2.422,15.711,112.23,1827,0,100
75.55,5.8903,13.8312,88.69,4270,1,52
52.29,1.3828,12.2194,108.13,1833,0,131
87.63,5.1298,17.1625,110.41,3832,1,63
65.33,5.5265,15.9433,100.3,4760,1,35
37.99,1.7609,13.7575,103.12,98,0,132
61.73,1.3975,10.3051,77.88,257,0,124
76.62,2.5009,13.4641,126.44,4034,1,41
61.49,6.1587,13.4691,127.75,3795,1,56
62.72,5.0429,14.29,115.23,3118,1,72
57.43,2.1287,13.7805,84.0,51,0,117
59.31,2.9144,11.4122,94.34,1210,0,126
62.29,1.8715,10.0333,116.2,994,0,134
63.07,2.1887,12.6971,99.53,1359,0,134
57.27,3.2596,11.0178,100.37,1635,0,116
84.16,6.0639,21.0117,122.48,2655,1,48
87.58,6.9313,19.4684,135.3,5337,2,24
61.66,2.3415,7.0038,101.46,1635,0,82
56.23,3.9606,12.1624,100.89,456,0,118
69.94,7.1025,15.6229,104.28,4811,1,47
47.27,2.8404,10.5288,89.64,717,0,138
98.69,8.5501,22.7419,148.89,5973,2,3
48.11,1.7775,9.6008,107.47,533,0,115
61.1,1.9052,11.8034,109.17,1213,0,108
49.62,2.1723,8.8315,88.94,782,0,98
71.2,7.1133,18.4355,119.2,3082,1,68
52.57,2.4002,15.1377,121.39,1384,0,141
54.39,2.0525,12.6363,99.67,1160,0,132
93.44,8.0711,29.522,141.7,5153,2,8
83.54,4.6333,16.3151,107.72,3141,1,64
62.88,3.3405,16.246,113.79,4813,1,66
72.19,5.2275,16.5473,115.71,4435,1,58
81.96,7.7771,21.1033,100.52,7757,2,0
52.35,2.9845,8.6348,103.72,1017,0,106
90.73,10.551,19.5379,116.09,5289,2,1
52.58,3.6539,13.945,101.92,549,0,82
52.56,2.6705,12.1658,83.66,878,0,145
92.87,8.0293,21.4242,139.17,7461,2,13
85.1,9.3286,23.6246,146.78,5426,2,25
44.11,1.5185,11.8197,110.39,832,0,116
76.59,6.172,17.6078,119.9,2255,1,62
50.94,2.4448,12.9863,117.63,1945,0,140
66.42,4.8786,15.2198,116.01,2762,1,45
71.73,1.9133,9.8527,125.1,1144,0,103
50.78,3.2442,15.86,114.73,1001,0,88
71.92,4.7286,21.3188,109.37,4659,1,47
56.1,2.3773,14.2368,116.38,26,0,128
55.71,2.944,13.1031,101.36,446,0,116
50.63,2.219,12.2954,107.1,281,0,122
47.6,2.7525,11.3776,86.05,334,0,85
88.67,6.5127,26.2182,155.64,6828,2,0
74.51,5.4764,24.3101,124.59,2933,1,52
50.91,2.9877,9.7102,104.89,580,0,91
73.16,1.6524,15.3634,92.13,603,0,112
81.33,7.4587,25.4842,131.5,6012,2,12
62.72,3.3153,11.0607,107.29,1866,0,104
58.07,2.6477,14.6584,101.65,820,0,96
74.12,7.4954,14.4861,102.64,2291,1,25
87.96,7.5907,21.3079,127.98,6530,2,25
75.87,6.3581,18.1216,97.84,4544,1,32
51.54,3.5195,9.8231,92.8,1142,0,97
69.05,2.3536,12.9126,100.74,1384,0,113
51.87,1.8547,8.8773,90.59,1185,0,88
75.46,4.7431,19.2343,110.62,2796,1,42
60.5,2.0577,13.4705,119.55,1830,0,90
50.47,3.6054,12.2192,108.36,1524,0,146
71.13,5.2145,15.5726,100.67,2431,1,47
71.51,5.925,19.4217,121.7,3002,1,72
57.17,0.4311,9.5302,95.31,1321,0,86
62.02,1.3321,16.4164,106.93,839,0,107
58.78,2.5489,12.1511,108.27,586,0,98
52.95,2.1737,12.183,118.29,607,0,137
51.19,0.5825,11.7838,105.45,174,0,141
36.43,2.0952,10.8952,123.96,399,0,96
65.87,3.5775,13.1216,105.87,1122,0,146
54.57,1.4841,16.6852,99.79,224,0,132
64.86,6.3605,23.2372,111.03,2390,1,67
68.95,3.9016,15.2291,118.75,4671,1,63
56.75,4.0503,13.2622,93.36,1023,0,80
60.8,3.2035,9.3939,98.74,1802,0,96
55.15,2.7667,14.9785,72.87,706,0,127
49.37,1.9489,11.5004,66.75,688,0,141
66.02,5.2799,19.6488,119.25,2253,1,40
38.29,3.8914,9.4513,101.81,1231,0,122
52.3,2.5548,13.1666,109.32,1371,0,100
48.18,2.5708,9.4136,107.7,1045,0,141
94.89,10.7269,25.7152,129.01,7425,2,3
100.65,6.7659,23.8116,130.26,5976,2,6
76.87,7.3868,34.5614,138.29,6137,2,0
97.03,8.9729,20.6288,163.88,6561,2,9
59.55,1.3381,12.3242,95.2,1243,0,99
70.08,5.8504,25.0941,139.33,5222,2,22
77.81,4.7154,21.5678,109.32,3813,1,55
64.76,4.5867,21.3911,124.37,2955,1,44
76.2,4.5429,18.9121,126.27,4775,1,28
57.19,2.0826,15.4322,95.26,1872,0,132
51.28,2.0131,11.263,97.92,1555,0,124
52.74,3.3744,10.5214,104.11,1057,0,137
40.76,1.4969,11.0363,101.14,183,0,146
53.65,2.7468,14.1056,100.64,1424,0,81
49.49,3.8955,12.5776,88.64,645,0,88
54.14,1.7558,13.1982,83.28,861,0,91
74.97,5.1348,12.6324,134.04,4360,1,28
53.25,1.3282,12.6337,99.01,1539,0,88
45.86,3.1025,8.9857,93.23,1174,0,92
78.5,4.7452,15.5726,111.81,2375,1,74
50.26,1.7592,12.875,103.71,1363,0,99
72.08,4.8118,21.2439,110.44,2623,1,63
46.36,3.9052,10.7883,89.25,880,0,110
46.54,4.2014,9.38,101.2,212,0,134
69.55,6.5264,16.0266,112.11,2781,1,33
61.74,1.7565,11.7147,113.72,1845,0,108
59.72,1.9073,14.9099,92.53,2037,0,135
59.81,2.936,7.4162,99.18,1176,0,76
63.54,2.3107,14.0183,101.75,700,0,112
92.51,8.9303,30.8296,114.36,5484,2,4
62.4,6.1672,15.5478,98.7,4743,1,48
60.79,2.2235,14.094,90.89,2009,0,109
49.7,2.9961,12.8789,78.31,450,0,122
101.18,7.4758,35.027,157.08,8905,2,9
99.16,10.9699,24.137,111.98,5836,2,0
61.16,6.4761,13.2324,108.58,2776,1,78
38.53,1.97,14.9487,95.01,1012,0,133
47.53,2.9989,10.5822,114.62,728,0,136
54.74,1.97,7.942,88.41,320,0,121
69.05,4.64,21.1892,126.29,3788,1,45
69.76,5.189,22.1992,124.67,3682,1,49
74.47,8.4626,24.6733,127.03,6804,2,20
46.17,2.3968,13.2787,76.0,1821,0,84
55.48,1.4046,15.4709,128.07,1588,0,122
51.24,4.5603,11.9752,108.75,216,0,89
53.98,2.5202,8.7658,103.23,723,0,137
72.97,3.0223,9.8488,107.47,378,0,89
69.64,7.2605,15.9066,125.75,4925,1,35
56.33,1.2766,13.567,91.16,3,0,114
52.79,2.1636,13.0924,109.86,302,0,130
60.26,5.3931,14.9989,130.16,4856,1,77
44.75,2.9018,18.0978,93.04,1166,0,101
86.99,9.9506,19.7193,113.72,7709,2,2
53.74,5.3877,18.4684,122.98,2946,1,67
42.4,2.048,14.7169,108.42,802,0,80
93.75,7.6703,24.6204,129.95,6915,2,5
60.07,2.8801,12.4776,92.4,601,0,95
43.59,1.9893,12.5696,91.98,501,0,101
46.4,3.0106,8.6983,86.46,746,0,79
55.31,2.2039,17.0331,85.41,859,0,146
64.42,1.8319,12.0591,88.1,1629,0,95
83.71,9.206,27.0964,138.11,5520,2,13
92.77,9.9673,26.9454,157.28,8655,2,19
53.9,2.153,10.7251,111.27,280,0,124
79.38,3.6644,15.0344,121.35,4636,1,55
65.6,3.9024,10.6088,84.72,1228,0,76
46.96,2.7447,9.936,102.55,865,0,108
43.17,1.2422,11.9554,96.78,132,0,87
65.95,6.9973,17.8437,94.53,4198,1,72
72.13,2.5122,12.8862,100.68,1391,0,141
67.8,5.3902,18.8261,97.43,3505,1,41
72.78,5.8468,18.8406,109.55,3532,1,76
71.84,3.6032,15.5687,127.2,4849,1,76
69.36,4.2973,14.9132,113.95,4240,1,42
55.67,0.5693,10.96,112.23,1337,0,104
63.56,3.0067,8.7415,128.69,837,0,86
71.92,7.221,20.0066,139.08,2849,1,66
64.38,1.8019,9.5935,102.92,1619,0,131
48.03,3.272,9.4775,90.76,1383,0,81
98.29,9.6981,31.3621,137.21,8415,2,21
47.53,2.9682,12.6479,97.08,1059,0,129
56.02,2.5422,10.5589,90.87,744,0,123
84.57,8.1615,29.1789,149.85,5241,2,22
62.22,2.3735,13.6721,87.43,1699,0,97
72.24,5.5518,17.378,118.91,1921,1,59
93.5,8.7061,29.5822,126.89,6360,2,0
64.22,5.3452,19.7072,109.54,4462,1,54
64.44,5.9143,20.1693,105.13,2304,1,56
42.85,1.9576,9.0965,116.65,843,0,102
85.59,4.1635,15.7756,108.43,2734,1,46
66.52,6.0938,12.4289,104.9,4733,1,37
55.78,0.9562,14.1381,90.99,1312,0,80
55.55,1.357,6.5808,96.36,748,0,89
92.43,10.6011,27.4226,156.18,8196,2,22
76.64,5.7809,18.2977,99.01,3900,1,73
63.82,2.9221,9.2898,95.16,839,0,92
47.03,1.7787,10.5123,97.22,1735,0,82
75.72,6.895,19.0381,105.57,4976,1,34
59.78,1.3625,12.4032,96.47,154,0,82
82.91,6.8833,16.6931,112.85,3509,1,33
61.72,7.7456,18.3443,116.47,4547,1,66
80.1,5.1942,17.9192,113.17,2894,1,41
52.11,2.592,16.2889,90.3,1191,0,87
56.05,2.222,11.9142,99.28,639,0,96
67.97,7.6163,14.7551,118.2,4741,1,40
74.53,5.859,19.2181,125.5,2854,1,34
55.93,2.2334,12.6056,109.56,1906,0,145
55.74,0.2381,9.7345,87.29,1444,0,92
89.47,10.8009,20.5915,147.44,9346,2,28
58.21,2.3734,14.544,72.31,1262,0,135
74.82,6.3728,22.6619,107.61,4474,1,80
56.56,1.8652,12.7712,115.97,1058,0,118
73.19,6.8134,19.4404,78.1,4669,1,45
60.51,0.6593,12.068,105.26,1776,0,86
52.88,2.2198,13.0165,113.84,107,0,126
58.2,3.1684,14.4849,99.69,953,0,75
52.15,1.9653,9.3433,101.49,1906,0,98
52.78,1.6837,7.9057,95.95,540,0,84
54.01,1.5516,14.3347,107.62,203,0,125
80.48,5.7856,17.1129,119.99,4929,1,55
88.2,7.6313,24.0408,115.99,5811,2,15
91.19,10.087,28.8647,125.78,9644,2,0
68.86,3.9966,13.5782,76.67,64,0,128
90.44,7.7604,31.8432,132.57,8477,2,4
64.51,2.9264,9.4093,97.01,83,0,150
61.78,2.4651,11.7289,92.24,297,0,116
48.65,2.6633,12.2897,87.01,532,0,135
55.18,3.7583,9.2298,79.84,1612,0,127
72.62,2.1141,13.0008,87.52,1276,0,75
75.15,4.1942,13.3349,106.15,160,0,144
42.66,1.7554,12.0693,116.47,274,0,109
57.4,2.4523,13.4175,85.07,444,0,130
48.01,3.147,9.9852,91.84,1644,0,142
76.73,3.1329,15.8366,125.26,2770,1,34
50.21,3.9655,7.9908,98.19,417,0,132
60.1,1.7668,11.843,97.83,148,0,147
47.83,2.3544,14.8874,90.74,1890,0,101
79.81,5.7866,22.1705,105.85,2847,1,32
69.75,6.0489,14.9682,91.28,2169,1,67
73.19,5.5229,20.9194,104.59,2949,1,33
73.43,2.5515,16.1706,131.16,3309,1,77
73.25,4.1919,15.8771,140.26,2490,1,72
54.25,1.4277,10.6201,105.34,944,0,136
86.76,7.3943,23.939,152.36,5054,2,19
70.31,5.8742,15.6917,129.51,3371,1,56
59.29,2.2079,13.8471,97.61,1852,0,97
56.11,1.5842,13.4151,97.51,1383,0,99
56.79,1.8806,10.6391,90.02,360,0,114
66.66,5.4229,21.9184,113.13,2200,1,59
66.43,5.786,15.557,129.82,2780,1,43
94.72,7.5179,28.4872,143.53,5206,2,10
45.16,3.4402,10.0907,105.36,1854,0,139
67.7,6.5929,16.3443,87.38,3252,1,40
65.22,3.5848,22.2548,128.96,4585,1,57
48.88,2.6987,10.7228,93.94,404,0,122
75.45,8.6129,18.6882,142.31,6627,2,0
54.93,3.3991,7.1121,83.67,1433,0,99
99.24,7.3187,20.1332,126.04,9934,2,12
50.74,0.914,12.8082,100.27,572,0,82
77.47,5.4499,14.9528,104.2,3826,1,34
83.61,5.3656,13.4213,101.73,2723,1,70
76.63,4.6679,19.6845,124.09,2714,1,38
74.78,5.8014,14.98,127.58,2395,1,66
65.54,3.3408,8.6932,109.31,1349,0,136
69.23,2.9176,14.8899,118.45,1446,0,116
57.7,2.74,12.3763,106.31,1723,0,85
57.18,4.3879,17.5799,110.39,4798,1,44
87.71,9.1552,28.3012,122.64,7851,2,6
68.5,1.7187,11.4631,99.85,535,0,122
61.69,3.1593,13.3448,81.58,0,0,98
53.85,1.6295,10.8849,105.13,1089,0,108
39.61,1.3442,12.5352,103.78,1812,0,133
61.16,3.8075,11.092,99.81,314,0,92
47.31,2.6635,12.7115,96.59,272,0,121
61.79,2.1211,12.0438,96.51,476,0,121
50.1,0.8895,9.6845,83.26,92,0,98
76.1,4.3545,18.059,136.33,3294,1,46
73.3,3.0878,19.6281,99.95,3607,1,60
47.09,2.7062,13.2232,123.03,1299,0,89
41.99,3.0034,9.9294,96.9,422,0,121
50.54,1.6588,15.5196,100.39,1413,0,135
75.4,5.6099,20.5884,115.91,4401,1,66
71.28,6.136,20.1095,110.98,2645,1,37
70.49,6.1392,14.3158,105.79,3276,1,37
41.11,1.2342,14.4764,101.77,1613,0,121
70.9,6.2786,14.4303,110.95,2438,1,34
56.19,1.1797,12.52,79.72,1939,0,112
89.88,6.2784,25.1487,132.25,7346,2,1
73.46,5.0183,22.298,124.36,4922,1,82
62.84,2.7409,9.8369,88.99,1976,0,144
54.8,3.1766,11.6532,107.34,1798,0,139
56.78,1.7874,8.5043,88.88,1321,0,109
59.52,3.6697,13.537,101.02,679,0,132
66.67,3.3256,14.1636,101.37,1515,0,87
81.58,7.3782,22.1179,93.57,2868,1,75
48.76,3.2902,14.7668,96.14,1269,0,109
55.09,1.9145,6.5477,83.87,832,0,97
49.9,2.841,6.5877,101.71,1827,0,75
64.09,5.5673,12.9769,111.03,3777,1,57
80.96,8.1335,22.375,126.05,4019,1,46
57.44,1.7915,11.7029,106.53,692,0,119
49.46,3.2356,12.6483,104.24,1082,0,113
57.16,2.3417,12.8013,79.98,417,0,133
49.2,3.7339,13.2789,119.39,376,0,128
58.17,3.7069,13.6786,88.61,1304,0,91
70.98,6.4957,20.589,105.95,4508,1,45
67.34,2.2292,15.2945,105.83,1798,0,126
52.31,2.0176,11.763,96.21,1436,0,80
60.73,2.8168,10.0293,87.41,226,0,145
45.45,3.3482,9.9946,88.31,1551,0,117
53.56,3.0364,9.9991,100.05,654,0,80
66.82,3.4886,16.3635,116.31,3358,1,75
45.46,4.4543,13.7553,104.68,1863,0,81
58.69,3.0933,12.0305,111.63,1289,0,108
46.07,1.4778,12.89,96.0,1468,0,89
56.74,1.7985,14.0063,86.28,1017,0,96
61.41,0.5618,13.7192,107.98,510,0,133
53.51,1.3094,11.487,99.84,282,0,138
88.71,8.5672,24.9849,113.44,9785,2,30
73.96,5.3184,18.9204,149.82,2369,1,54
51.8,1.9491,12.7299,102.28,1706,0,108
73.7,3.7584,17.7124,120.91,2866,1,31
60.62,3.6319,13.2383,90.35,1509,0,134
62.83,4.2024,15.1939,109.44,3782,1,45
77.28,7.2455,16.6419,111.54,4330,1,54
69.4,9.9665,24.3741,138.45,8632,2,7
66.84,3.6632,15.6698,126.18,4806,1,76
63.09,6.5747,25.0055,128.13,4695,1,61
76.98,5.7441,20.4498,123.2,4865,1,64
76.09,6.0486,14.4257,152.0,4696,1,32
63.17,3.5552,12.1572,93.52,788,0,127
84.7,10.9289,26.6755,151.56,8634,2,33
65.18,4.4315,13.0917,93.82,831,0,128
58.39,1.0169,9.2228,103.95,575,0,113
43.53,3.3039,9.6839,95.14,681,0,133
50.39,2.154,14.3089,84.33,768,0,99
79.26,10.6822,20.563,118.86,6627,2,11
54.19,2.9635,15.9816,101.64,228,0,141
69.61,3.5459,8.6093,99.92,473,0,102
53.88,2.1769,13.0546,105.79,1272,0,85
81.07,7.701,22.3651,145.14,7853,2,21
46.38,2.3572,9.1955,91.57,718,0,131
53.5,3.4574,11.8819,106.7,972,0,144
65.57,4.3818,16.9022,128.01,2067,1,38
76.99,7.6556,18.724,109.01,3506,1,41
53.66,3.0938,12.1532,112.94,1257,0,83
90.19,8.2714,23.6918,117.01,9273,2,0
80.66,6.9207,19.5046,132.13,6177,2,29
76.81,8.9226,23.1191,163.05,6091,2,24
77.89,5.5969,25.8507,116.14,3810,1,59
61.82,2.472,14.7419,91.72,708,0,108
75.81,5.4597,26.2111,123.72,2798,1,57
45.91,2.2411,11.5162,104.36,776,0,134
92.01,7.7989,21.8299,161.27,9109,2,23
46.02,1.1891,12.3833,85.23,496,0,109
54.38,2.6841,14.091,90.94,1159,0,94
68.41,3.7991,16.9691,114.17,3718,1,71
55.84,2.504,12.9625,95.17,1321,0,103
48.22,1.9414,10.4346,85.2,312,0,119
56.63,2.6004,10.1127,97.66,718,0,86
75.02,6.1798,22.1779,105.77,2628,1,71
69.31,5.3793,15.4593,111.91,4595,1,47
68.59,7.3945,20.0432,134.96,2267,1,69
42.09,2.7864,14.3274,99.24,442,0,129
76.24,6.2763,25.1893,118.79,4024,1,63
67.33,5.1364,15.5641,98.36,3822,1,70
49.47,2.7189,12.3661,112.15,1615,0,144
110.9,8.0376,21.2841,133.97,9594,2,23
53.71,2.7569,11.9752,98.54,1859,0,143
53.77,2.669,9.1625,85.64,97,0,122
46.06,3.3456,9.3463,101.51,0,0,142
53.61,1.8684,13.1136,108.05,1914,0,77
74.64,3.4857,11.6052,102.33,1249,0,97
89.99,11.162,30.2638,132.76,7673,2,28
48.46,2.6586,13.8829,105.23,1580,0,88
79.74,5.5613,17.2601,131.89,2384,1,28
69.29,5.2317,17.2165,111.2,4208,1,78
83.28,8.2766,10.3581,122.75,3429,1,73
47.69,2.0648,12.3722,115.84,535,0,117
51.76,2.9193,12.5151,93.37,1845,0,123
58.58,3.2162,10.3404,115.42,392,0,102
81.28,8.4261,24.4051,133.17,9079,2,9
61.75,2.2667,19.5781,136.94,3065,1,51
70.01,5.6128,12.6222,101.6,2252,1,54
54.7,3.3197,12.3192,100.17,985,0,140
58.29,2.1267,15.5814,109.48,818,0,98
60.38,3.0376,16.9826,108.2,1025,0,126
66.12,1.2282,11.11,91.84,603,0,93
89.17,7.8708,29.7508,145.35,7354,2,28
47.13,3.0532,11.1017,95.16,295,0,91
72.33,6.4521,20.4988,117.77,4342,1,46
68.71,2.5158,13.4651,112.41,1114,0,93
52.15,3.239,10.5476,100.18,897,0,82
58.98,2.0694,13.9113,98.17,121,0,93
78.33,7.1557,23.5456,134.53,4233,1,53
74.13,5.0733,22.3597,122.11,3875,1,67
54.4,3.3964,10.7385,101.54,630,0,111
64.62,5.1915,18.5487,125.12,2291,1,59
64.52,2.4296,11.9226,94.75,1599,0,92
66.61,5.6384,12.8057,113.72,4751,1,56
61.28,2.22,10.3359,96.95,362,0,134
55.9,2.2037,12.0922,98.22,1258,0,122
58.09,2.6542,16.9868,128.58,167,0,110
74.62,4.7129,19.2449,103.9,2058,1,42
61.66,6.1527,12.9852,92.18,4595,1,59
47.41,3.7048,12.0998,93.49,1887,0,92
48.86,2.49,9.8632,82.17,1218,0,139
51.19,2.1541,8.6554,91.38,332,0,95
96.01,8.2029,19.5735,112.79,6634,2,13
76.49,5.0819,17.8377,110.27,3209,1,52
45.1,1.5352,12.1094,87.01,1349,0,139
71.15,4.03,21.4392,133.68,4984,1,69
98.88,6.6571,19.1247,147.46,7686,2,1
72.36,8.4058,17.3309,119.13,4235,1,52
69.32,4.207,18.4561,87.24,2360,1,74
67.05,3.941,15.0203,105.04,2922,1,74
67.12,0.2738,9.9984,104.55,134,0,128
30.77,1.8703,11.5702,93.29,550,0,123
84.16,8.7167,27.3925,134.0,5547,2,28
67.93,6.4518,16.2549,95.62,2224,1,43
100.4,9.0047,31.334,144.56,5421,2,19
59.01,2.434,11.6001,115.56,636,0,142
90.06,3.4005,10.8491,127.1,2603,1,50
68.77,4.7247,23.4352,125.15,2193,1,44
63.51,2.7671,7.7742,103.62,530,0,135
84.31,6.7694,23.9527,139.22,8803,2,19
47.2,3.3026,12.1295,108.0,2012,0,105
84.54,5.0425,14.7669,125.69,4026,1,53
75.81,4.4876,18.9384,125.25,3146,1,52
53.32,4.2495,10.3424,92.06,1750,0,108
76.08,3.6921,17.5685,120.97,4037,1,66
47.74,3.1123,11.8106,89.19,1288,0,96
85.23,8.9488,20.963,139.19,5537,2,3
40.45,2.7408,13.8382,89.35,1173,0,139
66.4,5.148,10.5366,103.87,2455,1,36
62.84,2.8375,11.3714,102.07,611,0,86
80.54,9.5089,20.2542,120.16,5567,2,25
42.09,2.3074,16.6087,108.61,1802,0,90
46.61,2.8447,10.9164,99.61,716,0,146
50.15,1.0157,12.1107,102.16,1764,0,134
68.51,2.615,14.8383,105.74,856,0,82
65.47,2.8801,10.4292,81.08,2042,0,100
49.1,3.9163,9.9718,95.63,143,0,144
86.99,10.8335,21.8471,109.44,9549,2,5
63.92,4.9583,21.5358,110.49,4810,1,51
71.95,5.1687,18.5368,110.52,2348,1,35
60.16,3.2105,13.4946,105.24,828,0,97
49.59,2.1724,13.1888,96.98,1397,0,124
60.75,2.9254,12.7508,118.09,1157,0,119
95.83,8.6106,29.0278,139.43,5819,2,23
59.44,2.0682,11.1827,103.63,698,0,87
55.2,3.0935,15.9219,80.44,222,0,81
44.91,2.9142,12.7418,108.23,780,0,103
58.36,1.8324,13.7869,104.91,692,0,95
84.82,8.7604,39.5246,132.97,8350,2,5
48.56,2.3581,13.3013,114.73,1775,0,92
36.82,2.414,11.2569,107.13,609,0,140
54.89,1.9027,8.9454,84.52,604,0,126
59.02,1.8525,7.8591,106.59,1813,0,102
48.03,1.8188,10.8736,85.96,502,0,88
73.75,4.2904,18.7635,100.23,3566,1,69
41.4,2.6223,12.133,94.4,124,0,80
46.9,4.473,12.1588,99.36,1190,0,116
68.38,6.0193,23.4999,120.32,3917,1,50
88.07,8.0032,19.2929,143.45,5076,2,11
63.31,5.7443,14.6203,113.24,3036,1,58
73.55,6.7169,21.2827,112.42,3903,1,63
63.23,5.0509,18.1513,125.58,2493,1,81
59.65,4.0808,11.4904,106.75,1195,0,112
50.7,3.2239,16.1496,110.8,449,0,146
41.45,2.4635,12.9603,85.01,0,0,108
69.38,1.8668,10.1025,92.51,955,0,133
55.0,3.5059,12.9073,110.97,1887,0,136
67.83,6.4763,19.9167,110.41,2828,1,33
48.69,2.46,12.7906,97.34,342,0,137
54.14,1.3915,12.8859,92.73,972,0,82
64.35,1.9634,12.4794,113.96,765,0,141
79.76,6.6114,30.8661,118.68,8577,2,12
45.02,3.3654,13.3171,102.5,1873,0,86
45.31,1.9091,9.0282,89.29,922,0,131
75.04,6.0198,13.9887,96.28,4989,1,49
49.89,4.1206,11.3814,102.6,38,0,115
66.78,6.9532,23.7194,133.72,2936,1,64
59.5,3.1185,10.0574,93.08,159,0,114
79.1,6.4417,20.2924,117.76,4592,1,58
47.31,5.082,13.9263,83.48,1055,0,94
68.48,4.6326,18.2685,104.25,4551,1,26
79.37,6.689,18.761,89.37,2007,1,39
77.1,4.2256,21.827,138.53,3728,1,64
63.02,3.0162,10.4384,100.57,664,0,90
75.54,3.922,21.2081,114.87,3323,1,77
47.06,2.3266,13.7668,110.66,369,0,102
56.24,1.3675,7.4232,104.31,417,0,128
58.67,1.7885,10.0507,97.92,1476,0,89
48.74,3.9781,12.7452,98.49,1939,0,120
65.92,2.7895,13.5926,96.6,1625,0,114
69.83,5.1955,18.2335,125.53,1984,1,61
38.21,2.3615,12.954,113.32,778,0,124
73.46,5.6498,21.2024,104.63,3004,1,35
61.06,2.2847,11.4229,97.66,1110,0,146
76.3,4.7085,19.5073,114.2,3648,1,76
71.66,3.8298,12.3442,112.04,1150,0,133
75.93,5.4088,16.6133,133.81,2639,1,48
60.98,2.1486,11.7709,93.09,1506,0,99
75.17,6.3381,18.5946,111.1,4779,1,34
56.76,3.924,13.8181,97.46,1307,0,92
63.53,1.6395,8.0497,114.5,1226,0,97
87.59,9.0702,21.9253,157.01,8640,2,8
57.24,3.1459,14.8476,101.8,1998,0,125
50.04,3.2409,13.4362,94.74,454,0,152
66.98,3.2233,13.0406,100.08,1084,0,108
60.61,3.1878,11.1007,84.67,396,0,104
62.31,4.3024,17.7657,130.12,3482,1,69
49.38,2.9083,11.7679,111.07,99,0,119
80.61,7.5736,22.5642,132.71,5731,2,24
48.11,2.5429,10.3402,99.15,11,0,104
103.1,7.1799,20.1833,139.24,6745,2,6
70.44,1.3265,15.4817,90.2,1300,0,134
57.11,1.2024,10.4854,97.56,1169,0,92
32.16,2.5687,15.0475,96.26,624,0,143
61.85,6.6771,20.1981,103.12,4533,1,34
66.06,5.7226,19.0065,125.37,2166,1,38
